Flight_Date,AircraftType,REG,OUT_FLIGHT,OUT_DATE_TIME,TOWN_TO,COUNTRY,Airline_Name,Lat_to,Lon_to,TOWN_FROM,Lat_from,Lon_from
2022-05-10 10:55:00,32B,73711,SU 1122,2022-05-10 10:55:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-10 13:01:00,32B,73724,SU 1176,2022-05-10 13:01:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-10 19:04:00,32A,73179,SU 1140,2022-05-10 19:04:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 10:34:00,321,73163,SU 1122,2022-05-12 10:34:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-10 19:48:00,32B,73709,SU 1594,2022-05-10 19:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 05:48:00,73H,73118,SU 1138,2022-05-11 05:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-10 08:50:00,32B,73709,SU 1116,2022-05-10 08:50:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-10 20:36:00,32B,73725,SU 1130,2022-05-10 20:36:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 01:36:00,32B,73724,SU 1110,2022-05-11 01:36:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-10 05:42:00,32B,73727,SU 1138,2022-05-10 05:42:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-10 14:10:00,32B,73161,SU 1128,2022-05-10 14:10:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 07:16:00,321,73708,SU 1134,2022-05-15 07:16:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 12:21:00,32B,73726,SU 1124,2022-05-12 12:21:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 12:57:00,32B,73714,SU 1176,2022-05-11 12:57:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 01:33:00,32B,73709,SU 1110,2022-05-12 01:33:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 13:02:00,73H,73098,SU 1176,2022-05-12 13:02:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 09:58:00,32B,73729,SU 1136,2022-05-12 09:58:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 16:47:00,32B,73724,SU 1118,2022-05-11 16:47:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 16:49:00,73H,73093,SU 1118,2022-05-19 16:49:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-06-01 06:48:00,359,73155,SU 1134,2022-06-01 06:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 14:05:00,32B,73723,SU 1128,2022-05-11 14:05:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 18:59:00,32A,73775,SU 1140,2022-05-11 18:59:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 12:17:00,32B,73720,SU 1124,2022-05-11 12:17:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 09:53:00,32B,73719,SU 1136,2022-05-11 09:53:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 05:48:00,32B,73713,SU 1138,2022-05-12 05:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 08:48:00,32B,73727,SU 1116,2022-05-11 08:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-11 20:38:00,32B,73727,SU 1130,2022-05-11 20:38:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 10:34:00,321,73163,SU 1122,2022-05-14 10:34:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 01:37:00,32B,73729,SU 1110,2022-05-13 01:37:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 19:00:00,32A,73179,SU 1140,2022-05-12 19:00:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 07:22:00,73H,73103,SU 1134,2022-05-12 07:22:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 08:50:00,32B,73727,SU 1116,2022-05-12 08:50:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 16:50:00,73H,73099,SU 1118,2022-05-12 16:50:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 20:40:00,320,73176,SU 1130,2022-05-12 20:40:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 14:12:00,73H,73118,SU 1128,2022-05-16 14:12:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 08:44:00,32B,73709,SU 1116,2022-05-13 08:44:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-12 14:05:00,73H,73125,SU 1128,2022-05-12 14:05:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 09:54:00,32B,73727,SU 1136,2022-05-13 09:54:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 01:41:00,32B,73725,SU 1110,2022-05-14 01:41:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 05:47:00,73H,73108,SU 1138,2022-05-14 05:47:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 10:31:00,320,73176,SU 1122,2022-05-13 10:31:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 19:03:00,32A,73775,SU 1140,2022-05-13 19:03:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 13:09:00,73H,73114,SU 1176,2022-05-13 13:09:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 12:19:00,32B,73709,SU 1124,2022-05-19 12:19:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 16:46:00,73H,73107,SU 1118,2022-05-13 16:46:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 07:21:00,73H,73098,SU 1134,2022-05-13 07:21:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 14:08:00,73H,73110,SU 1128,2022-05-13 14:08:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 06:18:00,73H,73099,SU 1138,2022-05-13 06:18:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 12:21:00,32B,73725,SU 1124,2022-05-13 12:21:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-13 20:39:00,32B,73720,SU 1130,2022-05-13 20:39:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 12:18:00,32B,73724,SU 1124,2022-05-15 12:18:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 01:37:00,32B,73178,SU 1110,2022-05-15 01:37:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 10:33:00,321,73163,SU 1122,2022-05-15 10:33:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 20:38:00,32B,73726,SU 1130,2022-05-14 20:38:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 13:04:00,73H,73101,SU 1176,2022-05-14 13:04:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 12:18:00,32B,73724,SU 1124,2022-05-14 12:18:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 09:53:00,32B,73726,SU 1136,2022-05-14 09:53:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 07:16:00,73H,73095,SU 1134,2022-05-14 07:16:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 18:59:00,32A,73752,SU 1140,2022-05-14 18:59:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 16:48:00,73H,73121,SU 1118,2022-05-14 16:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 08:47:00,32B,73720,SU 1116,2022-05-14 08:47:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-14 14:09:00,73H,73107,SU 1128,2022-05-14 14:09:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-25 07:21:00,73H,73111,SU 1134,2022-05-25 07:21:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-06-01 15:55:00,359,73154,SU 1130,2022-06-01 15:55:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 05:47:00,73H,73126,SU 1138,2022-05-15 05:47:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 10:32:00,321,73708,SU 1122,2022-05-19 10:32:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 14:09:00,73H,73102,SU 1128,2022-05-15 14:09:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 20:41:00,32B,73729,SU 1130,2022-05-15 20:41:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 01:40:00,32B,73714,SU 1110,2022-05-16 01:40:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 09:49:00,32B,73713,SU 1136,2022-05-15 09:49:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 08:56:00,32B,73729,SU 1116,2022-05-15 08:56:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 12:20:00,32B,73711,SU 1124,2022-05-17 12:20:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 19:00:00,32A,73761,SU 1140,2022-05-15 19:00:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 10:33:00,321,73163,SU 1122,2022-05-16 10:33:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 13:05:00,73H,73114,SU 1176,2022-05-15 13:05:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-15 16:50:00,73H,73117,SU 1118,2022-05-15 16:50:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 08:46:00,32B,73724,SU 1116,2022-05-17 08:46:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-06-02 06:45:00,359,73152,SU 1134,2022-06-02 06:45:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 07:18:00,73H,73121,SU 1134,2022-05-18 07:18:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 09:54:00,32B,73719,SU 1136,2022-05-16 09:54:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 19:01:00,32A,73753,SU 1140,2022-05-16 19:01:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 20:36:00,32B,73713,SU 1130,2022-05-16 20:36:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 12:17:00,32B,73726,SU 1124,2022-05-16 12:17:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 08:55:00,32B,73729,SU 1116,2022-05-16 08:55:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 13:04:00,73H,73101,SU 1176,2022-05-16 13:04:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 07:19:00,73H,73104,SU 1134,2022-05-16 07:19:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 16:49:00,73H,73097,SU 1118,2022-05-16 16:49:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 01:35:00,32B,73726,SU 1110,2022-05-17 01:35:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 10:29:00,321,73163,SU 1122,2022-05-17 10:29:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 20:43:00,32N,73731,SU 1130,2022-05-17 20:43:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-16 05:49:00,73H,73095,SU 1138,2022-05-16 05:49:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 01:35:00,320,73176,SU 1110,2022-05-20 01:35:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 08:49:00,32B,73713,SU 1116,2022-05-18 08:49:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 01:41:00,32A,73770,SU 1110,2022-05-18 01:41:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 09:51:00,32B,73713,SU 1136,2022-05-17 09:51:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 19:00:00,32A,73766,SU 1140,2022-05-17 19:00:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 07:22:00,73H,73117,SU 1134,2022-05-17 07:22:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 14:09:00,73H,73101,SU 1128,2022-05-17 14:09:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 10:32:00,321,73163,SU 1122,2022-05-18 10:32:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 09:53:00,32B,73723,SU 1136,2022-05-18 09:53:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 16:46:00,73H,73126,SU 1118,2022-05-17 16:46:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 13:58:00,73H,73114,SU 1176,2022-05-17 13:58:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-17 05:51:00,73H,73097,SU 1138,2022-05-17 05:51:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 09:54:00,32N,73730,SU 1136,2022-05-19 09:54:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 07:19:00,73H,73110,SU 1134,2022-05-19 07:19:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 03:03:00,32B,73720,SU 1110,2022-05-19 03:03:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 13:24:00,73H,73125,SU 1176,2022-05-18 13:24:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 14:10:00,73H,73110,SU 1128,2022-05-18 14:10:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 19:07:00,32A,73179,SU 1140,2022-05-18 19:07:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 16:57:00,73H,73095,SU 1118,2022-05-20 16:57:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 20:39:00,32N,73731,SU 1130,2022-05-18 20:39:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 12:18:00,32B,73720,SU 1124,2022-05-18 12:18:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 16:51:00,73H,73102,SU 1118,2022-05-18 16:51:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-18 05:48:00,73H,73126,SU 1138,2022-05-18 05:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 08:52:00,321,73164,SU 1116,2022-05-19 08:52:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 13:04:00,73H,73106,SU 1176,2022-05-19 13:04:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 20:43:00,320,73743,SU 1130,2022-05-19 20:43:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-26 20:59:00,32B,73719,SU 1130,2022-05-26 20:59:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 12:18:00,32N,73732,SU 1124,2022-05-20 12:18:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 05:49:00,73H,73102,SU 1138,2022-05-19 05:49:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 19:01:00,32A,73760,SU 1140,2022-05-19 19:01:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 14:11:00,73H,73114,SU 1128,2022-05-20 14:11:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-19 14:14:00,73H,73097,SU 1128,2022-05-19 14:14:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 19:10:00,32A,73759,SU 1140,2022-05-20 19:10:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 05:45:00,73H,73106,SU 1138,2022-05-22 05:45:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 10:31:00,320,73743,SU 1122,2022-05-20 10:31:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 05:52:00,73H,73093,SU 1138,2022-05-20 05:52:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 09:53:00,73H,73103,SU 1136,2022-05-20 09:53:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 20:45:00,320,73176,SU 1130,2022-05-20 20:45:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 08:52:00,32B,73710,SU 1116,2022-05-21 08:52:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 07:21:00,73H,73118,SU 1134,2022-05-20 07:21:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 05:45:00,73H,73112,SU 1138,2022-05-21 05:45:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 01:39:00,32N,73733,SU 1110,2022-05-21 01:39:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 08:45:00,73H,73116,SU 1116,2022-05-20 08:45:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-20 13:06:00,73H,73097,SU 1176,2022-05-20 13:06:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 10:32:00,321,73165,SU 1122,2022-05-21 10:32:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 14:12:00,321,73165,SU 1128,2022-05-22 14:12:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 13:01:00,73H,73126,SU 1176,2022-05-21 13:01:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 01:43:00,32B,73166,SU 1110,2022-05-22 01:43:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 07:22:00,73H,73097,SU 1134,2022-05-21 07:22:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 20:42:00,32N,73732,SU 1130,2022-05-21 20:42:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 19:00:00,32A,73780,SU 1140,2022-05-21 19:00:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 16:48:00,73H,73101,SU 1118,2022-05-21 16:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 07:23:00,333,73702,SU 1134,2022-05-23 07:23:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 12:15:00,32N,73730,SU 1124,2022-05-23 12:15:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 10:32:00,73H,73097,SU 1122,2022-05-22 10:32:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 12:19:00,32B,73709,SU 1124,2022-05-21 12:19:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 14:10:00,73H,73093,SU 1128,2022-05-21 14:10:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-21 09:52:00,32B,73726,SU 1136,2022-05-21 09:52:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 07:21:00,73H,73114,SU 1134,2022-05-22 07:21:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 01:40:00,320,73743,SU 1110,2022-05-23 01:40:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 05:54:00,32B,73178,SU 1138,2022-05-23 05:54:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 09:53:00,32N,73734,SU 1136,2022-05-22 09:53:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 16:52:00,73H,73095,SU 1118,2022-05-22 16:52:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 13:07:00,73H,73112,SU 1176,2022-05-22 13:07:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 20:41:00,73H,73103,SU 1130,2022-05-22 20:41:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 12:19:00,73H,73125,SU 1124,2022-05-22 12:19:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-22 19:02:00,32A,73771,SU 1140,2022-05-22 19:02:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 09:52:00,32B,73723,SU 1136,2022-05-23 09:52:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-06-02 15:55:00,359,73157,SU 1130,2022-06-02 15:55:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 19:03:00,32A,73168,SU 1140,2022-05-23 19:03:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 10:35:00,321,73164,SU 1122,2022-05-23 10:35:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 13:03:00,73H,73113,SU 1176,2022-05-23 13:03:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 08:58:00,32B,73709,SU 1116,2022-05-23 08:58:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 16:53:00,73H,73125,SU 1118,2022-05-23 16:53:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 10:36:00,321,73164,SU 1122,2022-05-24 10:36:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 01:34:00,32A,73173,SU 1110,2022-05-24 01:34:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 14:13:00,73H,73126,SU 1128,2022-05-23 14:13:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-23 20:41:00,320,73745,SU 1130,2022-05-23 20:41:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 16:53:00,73H,73110,SU 1118,2022-05-24 16:53:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-25 05:48:00,73H,73125,SU 1138,2022-05-25 05:48:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 14:10:00,73H,73118,SU 1128,2022-05-24 14:10:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 09:54:00,32B,73725,SU 1136,2022-05-24 09:54:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 12:24:00,32N,73730,SU 1124,2022-05-24 12:24:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 07:19:00,73H,73106,SU 1134,2022-05-24 07:19:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 20:45:00,320,73738,SU 1130,2022-05-24 20:45:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-24 05:51:00,73H,73125,SU 1138,2022-05-24 05:51:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
2022-05-25 12:21:00,32B,73723,SU 1124,2022-05-25 12:21:00,Сочи,Россия,Aeroflot,43.585472,39.723098,Москва,55.755864,37.617698
