Flight_Date,AircraftType,REG,OUT_FLIGHT,OUT_DATE_TIME,TOWN_TO,COUNTRY,Airline_Name,Lat_to,Lon_to,TOWN_FROM,Lat_from,Lon_from
2022-06-27 18:27:00,320,73176,SU 1832,2022-06-27 18:27:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-27 14:31:00,320,73744,SU 1842,2022-06-27 14:31:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-29 08:30:00,320,73176,SU 1830,2022-06-29 08:30:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-27 08:35:00,73H,73097,SU 1830,2022-06-27 08:35:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-27 23:46:00,320,73745,SU 1834,2022-06-27 23:46:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-28 18:29:00,320,73738,SU 1832,2022-06-28 18:29:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-28 23:51:00,320,73739,SU 1834,2022-06-28 23:51:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-28 14:36:00,73H,73095,SU 1842,2022-06-28 14:36:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-29 14:27:00,320,73176,SU 1842,2022-06-29 14:27:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-29 18:31:00,320,73739,SU 1832,2022-06-29 18:31:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-29 23:47:00,320,73738,SU 1834,2022-06-29 23:47:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-30 08:33:00,320,73176,SU 1830,2022-06-30 08:33:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-30 23:49:00,320,73739,SU 1834,2022-06-30 23:49:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-30 19:00:00,320,73738,SU 1842,2022-06-30 19:00:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-06-30 14:30:00,320,73176,SU 1832,2022-06-30 14:30:00,Минск,Беларусь,Aeroflot,53.902284,27.561831,Москва,55.755864,37.617698
2022-05-01 08:14:00,32B,73177,SU 1498,2022-05-01 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-02 10:11:00,32A,73761,SU 1498,2022-05-02 10:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-03 08:16:00,32A,73167,SU 1498,2022-05-03 08:16:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-04 08:19:00,32A,73758,SU 1498,2022-05-04 08:19:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-05 08:18:00,32A,73757,SU 1498,2022-05-05 08:18:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-06 08:12:00,32A,73758,SU 1498,2022-05-06 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-08 08:12:00,32A,73774,SU 1498,2022-05-08 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-07 08:10:00,32A,73766,SU 1498,2022-05-07 08:10:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-09 08:12:00,32A,73179,SU 1498,2022-05-09 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-10 08:26:00,32A,73765,SU 1498,2022-05-10 08:26:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-11 08:13:00,32A,73768,SU 1498,2022-05-11 08:13:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-12 08:15:00,32A,73179,SU 1498,2022-05-12 08:15:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-13 08:13:00,32A,73761,SU 1498,2022-05-13 08:13:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-15 08:15:00,32A,73172,SU 1498,2022-05-15 08:15:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-16 08:18:00,32A,73168,SU 1498,2022-05-16 08:18:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-14 08:11:00,32A,73766,SU 1498,2022-05-14 08:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-17 08:11:00,32A,73767,SU 1498,2022-05-17 08:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-18 08:12:00,32A,73759,SU 1498,2022-05-18 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-19 08:09:00,32A,73761,SU 1498,2022-05-19 08:09:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-20 08:14:00,32A,73779,SU 1498,2022-05-20 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-23 08:17:00,32A,73760,SU 1498,2022-05-23 08:17:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-21 08:14:00,32A,73762,SU 1498,2022-05-21 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-22 08:11:00,32A,73169,SU 1498,2022-05-22 08:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-24 08:13:00,32A,73772,SU 1498,2022-05-24 08:13:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-25 08:18:00,32A,73173,SU 1498,2022-05-25 08:18:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-26 09:16:00,32A,73781,SU 1498,2022-05-26 09:16:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-27 08:13:00,32A,73759,SU 1498,2022-05-27 08:13:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-28 08:16:00,32A,73767,SU 1498,2022-05-28 08:16:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-29 08:19:00,32A,73748,SU 1498,2022-05-29 08:19:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-30 08:20:00,32A,73168,SU 1498,2022-05-30 08:20:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-31 08:19:00,32A,73756,SU 1498,2022-05-31 08:19:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-01 08:12:00,32A,73750,SU 1498,2022-06-01 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-02 08:13:00,32A,73781,SU 1498,2022-06-02 08:13:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-03 08:14:00,32A,73749,SU 1498,2022-06-03 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-04 08:11:00,32A,73776,SU 1498,2022-06-04 08:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-05 08:14:00,32A,73760,SU 1498,2022-06-05 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-06 08:14:00,32A,73773,SU 1498,2022-06-06 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-07 08:10:00,32A,73760,SU 1498,2022-06-07 08:10:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-08 08:13:00,32A,73774,SU 1498,2022-06-08 08:13:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-09 08:15:00,32A,73778,SU 1498,2022-06-09 08:15:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-10 08:19:00,32A,73173,SU 1498,2022-06-10 08:19:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-11 08:15:00,32A,73771,SU 1498,2022-06-11 08:15:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-12 08:17:00,32A,73763,SU 1498,2022-06-12 08:17:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-13 08:17:00,32A,73778,SU 1498,2022-06-13 08:17:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-14 08:14:00,32A,73748,SU 1498,2022-06-14 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-15 08:16:00,32A,73765,SU 1498,2022-06-15 08:16:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-17 08:19:00,32A,73753,SU 1498,2022-06-17 08:19:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-16 08:18:00,32A,73760,SU 1498,2022-06-16 08:18:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-18 08:17:00,32A,73781,SU 1498,2022-06-18 08:17:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-19 08:11:00,32A,73168,SU 1498,2022-06-19 08:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-20 08:14:00,32A,73767,SU 1498,2022-06-20 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-21 08:12:00,32A,73167,SU 1498,2022-06-21 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-22 08:11:00,32A,73771,SU 1498,2022-06-22 08:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-23 08:11:00,32A,73753,SU 1498,2022-06-23 08:11:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-24 08:15:00,32A,73180,SU 1498,2022-06-24 08:15:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-25 08:20:00,32A,73760,SU 1498,2022-06-25 08:20:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-27 08:16:00,32A,73770,SU 1498,2022-06-27 08:16:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-26 08:12:00,32A,73763,SU 1498,2022-06-26 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-29 08:12:00,32A,73172,SU 1498,2022-06-29 08:12:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-28 08:14:00,32A,73778,SU 1498,2022-06-28 08:14:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-06-30 08:17:00,32A,73758,SU 1498,2022-06-30 08:17:00,Грозный,Россия,Aeroflot,43.318366,45.692421,Москва,55.755864,37.617698
2022-05-01 08:48:00,32A,73171,SU 1366,2022-05-01 08:48:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-01 12:35:00,32A,73756,SU 1364,2022-05-01 12:35:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-02 12:35:00,32A,73773,SU 1364,2022-05-02 12:35:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-03 08:46:00,32A,VPBNT,SU 1366,2022-05-03 08:46:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-02 14:40:00,32A,73772,SU 1368,2022-05-02 14:40:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-03 12:33:00,32A,73777,SU 1364,2022-05-03 12:33:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-03 14:32:00,32A,73757,SU 1368,2022-05-03 14:32:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-04 08:50:00,32A,73756,SU 1366,2022-05-04 08:50:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-04 12:31:00,32A,73766,SU 1364,2022-05-04 12:31:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-05 08:51:00,32A,73764,SU 1366,2022-05-05 08:51:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-04 14:28:00,32A,73759,SU 1368,2022-05-04 14:28:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-05 12:37:00,32A,73750,SU 1364,2022-05-05 12:37:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-05 14:30:00,32A,73756,SU 1368,2022-05-05 14:30:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-06 14:28:00,32A,73781,SU 1368,2022-05-06 14:28:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-06 08:55:00,32A,73761,SU 1366,2022-05-06 08:55:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-06 12:29:00,32A,73179,SU 1364,2022-05-06 12:29:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-07 08:54:00,32A,73170,SU 1366,2022-05-07 08:54:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-07 12:35:00,32A,73759,SU 1364,2022-05-07 12:35:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-07 14:39:00,32A,73752,SU 1368,2022-05-07 14:39:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-08 11:56:00,320,73744,SU 7200,2022-05-08 11:56:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-08 14:37:00,32A,73759,SU 1368,2022-05-08 14:37:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-08 08:48:00,32A,73767,SU 1366,2022-05-08 08:48:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-08 12:31:00,32A,73771,SU 1364,2022-05-08 12:31:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-09 14:31:00,32A,73771,SU 1368,2022-05-09 14:31:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-10 12:36:00,32A,73168,SU 1364,2022-05-10 12:36:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-09 12:27:00,32A,73766,SU 1364,2022-05-09 12:27:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-10 08:52:00,32A,73771,SU 1366,2022-05-10 08:52:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-09 08:47:00,32A,73768,SU 1366,2022-05-09 08:47:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-10 14:36:00,32A,73778,SU 1368,2022-05-10 14:36:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-11 12:33:00,32A,73179,SU 1364,2022-05-11 12:33:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-11 08:45:00,32A,73781,SU 1366,2022-05-11 08:45:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-12 08:55:00,32A,73752,SU 1366,2022-05-12 08:55:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-11 14:34:00,32A,73777,SU 1368,2022-05-11 14:34:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
2022-05-12 12:30:00,32A,73749,SU 1364,2022-05-12 12:30:00,Ставрополь,Россия,Aeroflot,45.043317,41.96911,Москва,55.755864,37.617698
