Date_time,Flight_Num,Airline_Name,TOWN,COUNTRY,count
2022-05-01 00:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 00:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 00:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 00:00:00,SU 1482,Aeroflot,Красноярск,Россия,128
2022-05-01 00:00:00,SU 1478,Aeroflot,Абакан,Россия,137
2022-05-01 00:00:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 00:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 00:00:00,SU 1436,Aeroflot,Екатеринбург,Россия,64
2022-05-01 00:00:00,SU 1428,Aeroflot,Магнитогорск,Россия,143
2022-05-01 00:00:00,SU 1382,Aeroflot,Ханты Мансийск,Россия,103
2022-05-01 00:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 00:00:00,SU 1982,Aeroflot,Бишкек,Кыргызстан,204
2022-05-01 00:00:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 00:00:00,SU 1306,Aeroflot,Новосибирск,Россия,152
2022-05-01 00:00:00,SU 1508,Aeroflot,Тюмень,Россия,59
2022-05-01 00:00:00,SU 1244,Aeroflot,Оренбург,Россия,150
2022-05-01 00:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 00:00:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 00:00:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 00:00:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 00:00:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 00:00:00,SU 046,Aeroflot,Санкт-Петербург,Россия,125
2022-05-01 00:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 00:00:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 00:00:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 00:00:00,SU 1522,Aeroflot,Новый Уренгой,Россия,55
2022-05-01 00:00:00,SU 1562,Aeroflot,Иркутск,Россия,85
2022-05-01 00:00:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 00:00:00,SU 1894,Aeroflot,Ош,Кыргызстан,157
2022-05-01 00:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 00:00:00,SU 1512,Aeroflot,Сургут,Россия,77
2022-05-01 00:00:00,XC 8310,Corendon Airlines,Анталия,Турция,18
2022-05-01 00:00:00,5N 237,Nordavia,Новосибирск,Россия,171
2022-05-01 00:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 00:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 00:00:00,N4 563,Nordwind Airlines,Орск,Россия,163
2022-05-01 00:00:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 00:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 00:30:00,SU 1508,Aeroflot,Тюмень,Россия,59
2022-05-01 00:30:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 00:30:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 00:30:00,SU 1482,Aeroflot,Красноярск,Россия,128
2022-05-01 00:30:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 00:30:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 00:30:00,SU 1436,Aeroflot,Екатеринбург,Россия,64
2022-05-01 00:30:00,SU 1428,Aeroflot,Магнитогорск,Россия,143
2022-05-01 00:30:00,SU 1382,Aeroflot,Ханты Мансийск,Россия,103
2022-05-01 00:30:00,SU 1982,Aeroflot,Бишкек,Кыргызстан,204
2022-05-01 00:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 00:30:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 00:30:00,SU 1306,Aeroflot,Новосибирск,Россия,152
2022-05-01 00:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 00:30:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 00:30:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 00:30:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 00:30:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 00:30:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 00:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 00:30:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 00:30:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 00:30:00,SU 1562,Aeroflot,Иркутск,Россия,85
2022-05-01 00:30:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 00:30:00,SU 1894,Aeroflot,Ош,Кыргызстан,157
2022-05-01 00:30:00,SU 1512,Aeroflot,Сургут,Россия,77
2022-05-01 00:30:00,SU 1522,Aeroflot,Новый Уренгой,Россия,55
2022-05-01 00:30:00,XC 8310,Corendon Airlines,Анталия,Турция,18
2022-05-01 00:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 00:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 00:30:00,N4 563,Nordwind Airlines,Орск,Россия,163
2022-05-01 00:30:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 01:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 01:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 01:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 01:00:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 01:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 01:00:00,SU 1436,Aeroflot,Екатеринбург,Россия,64
2022-05-01 01:00:00,SU 1382,Aeroflot,Ханты Мансийск,Россия,102
2022-05-01 01:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 01:00:00,SU 1982,Aeroflot,Бишкек,Кыргызстан,204
2022-05-01 01:00:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 01:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 01:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 01:00:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 01:00:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 01:00:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 01:00:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 01:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 01:00:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 01:00:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 01:00:00,SU 1522,Aeroflot,Новый Уренгой,Россия,55
2022-05-01 01:00:00,SU 1562,Aeroflot,Иркутск,Россия,85
2022-05-01 01:00:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 01:00:00,SU 1508,Aeroflot,Тюмень,Россия,59
2022-05-01 01:00:00,SU 1512,Aeroflot,Сургут,Россия,77
2022-05-01 01:00:00,XC 8310,Corendon Airlines,Анталия,Турция,18
2022-05-01 01:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 01:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 01:00:00,N4 563,Nordwind Airlines,Орск,Россия,163
2022-05-01 01:00:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 01:30:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 01:30:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 01:30:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 01:30:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 01:30:00,SU 1436,Aeroflot,Екатеринбург,Россия,64
2022-05-01 01:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 01:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 01:30:00,SU 1982,Aeroflot,Бишкек,Кыргызстан,204
2022-05-01 01:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 01:30:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 01:30:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 01:30:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 01:30:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 01:30:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 01:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 01:30:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 01:30:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 01:30:00,SU 1562,Aeroflot,Иркутск,Россия,85
2022-05-01 01:30:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 01:30:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 01:30:00,SU 1522,Aeroflot,Новый Уренгой,Россия,55
2022-05-01 01:30:00,XC 8310,Corendon Airlines,Анталия,Турция,18
2022-05-01 01:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 01:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 01:30:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 02:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 02:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 02:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 02:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 02:00:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 02:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 02:00:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 02:00:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 02:00:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 02:00:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 02:00:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 02:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 02:00:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 02:00:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 02:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 02:00:00,SU 1522,Aeroflot,Новый Уренгой,Россия,55
2022-05-01 02:00:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 02:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 02:00:00,XC 8310,Corendon Airlines,Анталия,Турция,18
2022-05-01 02:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 02:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 02:00:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 02:30:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 02:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 02:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 02:30:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 02:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 02:30:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 02:30:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 02:30:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 02:30:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 02:30:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 02:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 02:30:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 02:30:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 02:30:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 02:30:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 02:30:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 02:30:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 02:30:00,XC 8310,Corendon Airlines,Анталия,Турция,18
2022-05-01 02:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 02:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 02:30:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 03:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 03:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 03:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 03:00:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 03:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 03:00:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 03:00:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 03:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 03:00:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 03:00:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 03:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 03:00:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 03:00:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 03:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 03:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 03:00:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 03:00:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 03:00:00,XC 8310,Corendon Airlines,Анталия,Турция,18
2022-05-01 03:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 03:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 03:00:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 03:30:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 03:30:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 03:30:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 03:30:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 03:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 03:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 03:30:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 03:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 03:30:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 03:30:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 03:30:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 03:30:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 03:30:00,SU 1002,Aeroflot,Калининград,Россия,1
2022-05-01 03:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 03:30:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 03:30:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 03:30:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 03:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 03:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 03:30:00,EO 1801,Pegas Fly,Анталия,Турция,72
2022-05-01 04:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 04:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 04:00:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 04:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 04:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 04:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 04:00:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 04:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 04:00:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 04:00:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 04:00:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 04:00:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 04:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 04:00:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 04:00:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 04:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 04:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 04:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 04:30:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 04:30:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 04:30:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 04:30:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 04:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 04:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 04:30:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 04:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 04:30:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 04:30:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 04:30:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 04:30:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 04:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 04:30:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 04:30:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 04:30:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 04:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 04:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 05:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 05:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 05:00:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 05:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 05:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 05:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 05:00:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 05:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 05:00:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 05:00:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 05:00:00,SU 1122,Aeroflot,Сочи,Россия,1
2022-05-01 05:00:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 05:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 05:00:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 05:00:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 05:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 05:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 05:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 05:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 05:30:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 05:30:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 05:30:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 05:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 05:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 05:30:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 05:30:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 05:30:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 05:30:00,SU 1138,Aeroflot,Сочи,Россия,1
2022-05-01 05:30:00,SU 1110,Aeroflot,Сочи,Россия,49
2022-05-01 05:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 05:30:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 05:30:00,SU 002,Aeroflot,Санкт-Петербург,Россия,5
2022-05-01 05:30:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 05:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 05:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 06:00:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 06:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 06:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 06:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 06:00:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 06:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 06:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 06:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 06:00:00,SU 1462,Aeroflot,Новосибирск,Россия,2
2022-05-01 06:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 06:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 06:00:00,SU 1602,Aeroflot,Самара,Россия,4
2022-05-01 06:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 06:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 06:30:00,SU 006,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 06:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 06:30:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 06:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 06:30:00,SU 1320,Aeroflot,Мурманск,Россия,2
2022-05-01 06:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 06:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 06:30:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 06:30:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 06:30:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 06:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 06:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 07:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 07:00:00,SU 1200,Aeroflot,Пермь,Россия,2
2022-05-01 07:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 07:00:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 07:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 07:00:00,SU 1444,Aeroflot,Иркутск,Россия,2
2022-05-01 07:00:00,SU 1486,Aeroflot,Красноярск,Россия,2
2022-05-01 07:00:00,SU 1498,Aeroflot,Грозный,Россия,3
2022-05-01 07:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 07:00:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 07:30:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 07:30:00,SU 1200,Aeroflot,Пермь,Россия,1
2022-05-01 07:30:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 07:30:00,SU 1332,Aeroflot,Архангельск,Россия,2
2022-05-01 07:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 07:30:00,SU 1486,Aeroflot,Красноярск,Россия,1
2022-05-01 07:30:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 07:30:00,N4 245,Nordwind Airlines,Сочи,Россия,8
2022-05-01 08:00:00,SU 010,Aeroflot,Санкт-Петербург,Россия,2
2022-05-01 08:00:00,SU 1200,Aeroflot,Пермь,Россия,1
2022-05-01 08:00:00,SU 1230,Aeroflot,Уфа,Россия,1
2022-05-01 08:00:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 08:00:00,N4 177,Nordwind Airlines,Санкт-Петербург,Россия,2
2022-05-01 08:00:00,N4 245,Nordwind Airlines,Сочи,Россия,5
2022-05-01 08:30:00,SU 1366,Aeroflot,Ставрополь,Россия,1
2022-05-01 08:30:00,N4 245,Nordwind Airlines,Сочи,Россия,3
2022-05-01 09:00:00,N4 245,Nordwind Airlines,Сочи,Россия,2
2022-05-01 09:30:00,N4 245,Nordwind Airlines,Сочи,Россия,1
2022-05-01 13:30:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 14:00:00,SU 1140,Aeroflot,Сочи,Россия,1
2022-05-01 14:00:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 14:30:00,SU 1140,Aeroflot,Сочи,Россия,1
2022-05-01 14:30:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 15:00:00,SU 1078,Aeroflot,Магас,Россия,1
2022-05-01 15:00:00,SU 1140,Aeroflot,Сочи,Россия,1
2022-05-01 15:00:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 15:00:00,SU 1428,Aeroflot,Магнитогорск,Россия,1
2022-05-01 15:30:00,SU 1078,Aeroflot,Магас,Россия,1
2022-05-01 15:30:00,SU 1140,Aeroflot,Сочи,Россия,1
2022-05-01 15:30:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 15:30:00,SU 1428,Aeroflot,Магнитогорск,Россия,1
2022-05-01 15:30:00,N4 567,Nordwind Airlines,Орск,Россия,1
2022-05-01 16:00:00,SU 1078,Aeroflot,Магас,Россия,1
2022-05-01 16:00:00,SU 1140,Aeroflot,Сочи,Россия,1
2022-05-01 16:00:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 16:00:00,SU 1428,Aeroflot,Магнитогорск,Россия,1
2022-05-01 16:00:00,N4 567,Nordwind Airlines,Орск,Россия,1
2022-05-01 16:30:00,SU 1078,Aeroflot,Магас,Россия,1
2022-05-01 16:30:00,SU 1140,Aeroflot,Сочи,Россия,3
2022-05-01 16:30:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 16:30:00,SU 1428,Aeroflot,Магнитогорск,Россия,1
2022-05-01 16:30:00,N4 567,Nordwind Airlines,Орск,Россия,1
2022-05-01 17:00:00,SU 1078,Aeroflot,Магас,Россия,1
2022-05-01 17:00:00,SU 1140,Aeroflot,Сочи,Россия,6
2022-05-01 17:00:00,SU 1306,Aeroflot,Новосибирск,Россия,1
2022-05-01 17:00:00,SU 1428,Aeroflot,Магнитогорск,Россия,1
