index,Date_time,AeroflotБеларусьМинск,AeroflotИндияДели,AeroflotИранТегеран,AeroflotКыргызстанБишкек,AeroflotКыргызстанОш,AeroflotРоссияАбакан,AeroflotРоссияАрхангельск,AeroflotРоссияАстрахань,AeroflotРоссияБарнаул,AeroflotРоссияВладивосток,AeroflotРоссияВладикавказ,AeroflotРоссияВолгоград,AeroflotРоссияГрозный,AeroflotРоссияЕкатеринбург,AeroflotРоссияИжевск,AeroflotРоссияИркутск,AeroflotРоссияКазань,AeroflotРоссияКалининград,AeroflotРоссияКемерово,AeroflotРоссияКрасноярск,AeroflotРоссияМагас,AeroflotРоссияМагнитогорск,AeroflotРоссияМахачкала,AeroflotРоссияМин.Воды,AeroflotРоссияМурманск,AeroflotРоссияН.Новгород,AeroflotРоссияНижневартовск,AeroflotРоссияНижнекамск,AeroflotРоссияНовосибирск,AeroflotРоссияНовый Уренгой,AeroflotРоссияОмск,AeroflotРоссияОренбург,AeroflotРоссияОрск,AeroflotРоссияПенза,AeroflotРоссияПермь,AeroflotРоссияПетропавловск-Кмч.,AeroflotРоссияСамара,AeroflotРоссияСанкт-Петербург,AeroflotРоссияСочи,AeroflotРоссияСтаврополь,AeroflotРоссияСургут,AeroflotРоссияСыктывкар,AeroflotРоссияТомск,AeroflotРоссияТюмень,AeroflotРоссияУфа,AeroflotРоссияХабаровск,AeroflotРоссияХанты Мансийск,AeroflotРоссияЧелябинск,AeroflotРоссияЮжно-Сахалинск,AeroflotРоссияЯкутск,AeroflotТурцияАнталия,AeroflotТурцияСтамбул,AeroflotУзбекистанТашкент,Ariana Afghan AirlinesАфганистанКабул,Cham Wings AirlinesСирияАлеппо,Cham Wings AirlinesСирияДамаск,Corendon AirlinesТурцияАнталия,Etihad AirwaysОАЭАбу-Даби,JAT AirwaysСербияБелград,Mahan AirИранТегеран,NordaviaРоссияАрхангельск,NordaviaРоссияКалининград,NordaviaРоссияМахачкала,NordaviaРоссияМурманск,NordaviaРоссияНовосибирск,NordaviaРоссияУфа,Nordwind AirlinesИранТегеран,Nordwind AirlinesРоссияЕкатеринбург,Nordwind AirlinesРоссияКазань,Nordwind AirlinesРоссияКемерово,Nordwind AirlinesРоссияМагнитогорск,Nordwind AirlinesРоссияМахачкала,Nordwind AirlinesРоссияМин.Воды,Nordwind AirlinesРоссияОрск,Nordwind AirlinesРоссияСанкт-Петербург,Nordwind AirlinesРоссияСочи,Nordwind AirlinesРоссияУфа,Nordwind AirlinesРоссияЧелябинск,Pegas FlyТурцияАнталия,Red WingsЕгипетШарм-эль-Шейх,Red WingsТурцияАнталия,RossiyaРоссияСочи,SeverstalРоссияАпатиты,All_pass,AeroflotБеларусьМинск_per,AeroflotИндияДели_per,AeroflotИранТегеран_per,AeroflotКыргызстанБишкек_per,AeroflotКыргызстанОш_per,AeroflotРоссияАбакан_per,AeroflotРоссияАрхангельск_per,AeroflotРоссияАстрахань_per,AeroflotРоссияБарнаул_per,AeroflotРоссияВладивосток_per,AeroflotРоссияВладикавказ_per,AeroflotРоссияВолгоград_per,AeroflotРоссияГрозный_per,AeroflotРоссияЕкатеринбург_per,AeroflotРоссияИжевск_per,AeroflotРоссияИркутск_per,AeroflotРоссияКазань_per,AeroflotРоссияКалининград_per,AeroflotРоссияКемерово_per,AeroflotРоссияКрасноярск_per,AeroflotРоссияМагас_per,AeroflotРоссияМагнитогорск_per,AeroflotРоссияМахачкала_per,AeroflotРоссияМин.Воды_per,AeroflotРоссияМурманск_per,AeroflotРоссияН.Новгород_per,AeroflotРоссияНижневартовск_per,AeroflotРоссияНижнекамск_per,AeroflotРоссияНовосибирск_per,AeroflotРоссияНовый Уренгой_per,AeroflotРоссияОмск_per,AeroflotРоссияОренбург_per,AeroflotРоссияОрск_per,AeroflotРоссияПенза_per,AeroflotРоссияПермь_per,AeroflotРоссияПетропавловск-Кмч._per,AeroflotРоссияСамара_per,AeroflotРоссияСанкт-Петербург_per,AeroflotРоссияСочи_per,AeroflotРоссияСтаврополь_per,AeroflotРоссияСургут_per,AeroflotРоссияСыктывкар_per,AeroflotРоссияТомск_per,AeroflotРоссияТюмень_per,AeroflotРоссияУфа_per,AeroflotРоссияХабаровск_per,AeroflotРоссияХанты Мансийск_per,AeroflotРоссияЧелябинск_per,AeroflotРоссияЮжно-Сахалинск_per,AeroflotРоссияЯкутск_per,AeroflotТурцияАнталия_per,AeroflotТурцияСтамбул_per,AeroflotУзбекистанТашкент_per,Ariana Afghan AirlinesАфганистанКабул_per,Cham Wings AirlinesСирияАлеппо_per,Cham Wings AirlinesСирияДамаск_per,Corendon AirlinesТурцияАнталия_per,Etihad AirwaysОАЭАбу-Даби_per,JAT AirwaysСербияБелград_per,Mahan AirИранТегеран_per,NordaviaРоссияАрхангельск_per,NordaviaРоссияКалининград_per,NordaviaРоссияМахачкала_per,NordaviaРоссияМурманск_per,NordaviaРоссияНовосибирск_per,NordaviaРоссияУфа_per,Nordwind AirlinesИранТегеран_per,Nordwind AirlinesРоссияЕкатеринбург_per,Nordwind AirlinesРоссияКазань_per,Nordwind AirlinesРоссияКемерово_per,Nordwind AirlinesРоссияМагнитогорск_per,Nordwind AirlinesРоссияМахачкала_per,Nordwind AirlinesРоссияМин.Воды_per,Nordwind AirlinesРоссияОрск_per,Nordwind AirlinesРоссияСанкт-Петербург_per,Nordwind AirlinesРоссияСочи_per,Nordwind AirlinesРоссияУфа_per,Nordwind AirlinesРоссияЧелябинск_per,Pegas FlyТурцияАнталия_per,Red WingsЕгипетШарм-эль-Шейх_per,Red WingsТурцияАнталия_per,RossiyaРоссияСочи_per,SeverstalРоссияАпатиты_per,AeroflotРоссия Всего,OtherРоссия Всего,AeroflotAbroad Всего,OtherAbroad Всего,AeroflotРоссия Всего_perc,OtherРоссия Всего_perc,AeroflotAbroad Всего_perc,OtherAbroad Всего_perc,Weekday,Day,Date,Month,Time,Weekend,NoWork_day,Cloudiness,Rain
1288,2022-06-01 00:00:00,1,0,0,1,146,0,0,0,0,0,0,0,0,39,0,82,2,2,0,110,0,155,1,0,0,0,47,1,120,67,0,0,0,0,0,0,2,77,92,2,76,1,0,43,4,0,87,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,416,0,0,2382,0.0004198152812762,0.0,0.0,0.0004198152812762,0.0612930310663308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163727959697733,0.0,0.0344248530646515,0.0008396305625524,0.0008396305625524,0.0,0.0461796809403862,0.0,0.0650713685978169,0.0004198152812762,0.0,0.0,0.0,0.0197313182199832,0.0004198152812762,0.0503778337531486,0.0281276238455079,0.0,0.0,0.0,0.0,0.0,0.0,0.0008396305625524,0.0323257766582703,0.0386230058774139,0.0008396305625524,0.0319059613769941,0.0004198152812762,0.0,0.0180520570948782,0.0016792611251049,0.0,0.0365239294710327,0.0,0.0,0.0,0.0806045340050377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0797649034424853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1788413098236775,0.0,0.1746431570109152,0.0,0.0,1010,190,340,842,0.4240134340890008,0.0797649034424853,0.142737195633921,0.3534844668345928,Wednesday,1,2022-06-01,6,00:00,0,0,Ясно,0
1289,2022-06-01 00:30:00,1,0,0,1,146,0,0,0,0,0,0,0,0,39,0,82,2,2,0,110,0,0,1,0,0,0,47,1,120,67,0,0,0,0,0,0,2,0,92,2,76,1,0,43,4,0,87,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,1544,0.0006476683937823,0.0,0.0,0.0006476683937823,0.0945595854922279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252590673575129,0.0,0.0531088082901554,0.0012953367875647,0.0012953367875647,0.0,0.0712435233160621,0.0,0.0,0.0006476683937823,0.0,0.0,0.0,0.030440414507772,0.0006476683937823,0.077720207253886,0.0433937823834196,0.0,0.0,0.0,0.0,0.0,0.0,0.0012953367875647,0.0,0.0595854922279792,0.0012953367875647,0.0492227979274611,0.0006476683937823,0.0,0.0278497409326424,0.0025906735751295,0.0,0.0563471502590673,0.0,0.0,0.0,0.1243523316062176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2759067357512953,0.0,0.0,0.0,0.0,778,0,340,426,0.5038860103626943,0.0,0.2202072538860103,0.2759067357512953,Wednesday,1,2022-06-01,6,00:30,0,0,Ясно,0
1290,2022-06-01 01:00:00,1,0,0,1,146,0,0,0,0,0,0,0,0,39,0,82,2,2,0,0,0,0,1,0,0,0,47,1,0,67,0,0,0,0,0,0,2,0,92,2,76,1,0,43,4,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,1227,0.0008149959250203,0.0,0.0,0.0008149959250203,0.1189894050529747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317848410757946,0.0,0.0668296658516707,0.0016299918500407,0.0016299918500407,0.0,0.0,0.0,0.0,0.0008149959250203,0.0,0.0,0.0,0.0383048084759576,0.0008149959250203,0.0,0.0546047269763651,0.0,0.0,0.0,0.0,0.0,0.0,0.0016299918500407,0.0,0.0749796251018744,0.0016299918500407,0.0619396903015484,0.0008149959250203,0.0,0.0350448247758761,0.0032599837000814,0.0,0.0,0.0,0.0,0.0,0.1564792176039119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3471882640586797,0.0,0.0,0.0,0.0,461,0,340,426,0.3757131214343928,0.0,0.2770986145069274,0.3471882640586797,Wednesday,1,2022-06-01,6,01:00,0,0,Ясно,0
1291,2022-06-01 01:30:00,1,0,0,1,146,0,0,0,0,0,0,0,0,39,0,2,2,2,0,0,0,0,1,0,0,0,47,1,0,67,0,0,0,0,0,0,2,0,92,2,1,1,0,0,4,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0.0016583747927031,0.0,0.0,0.0016583747927031,0.24212271973466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646766169154228,0.0,0.0033167495854063,0.0033167495854063,0.0033167495854063,0.0,0.0,0.0,0.0,0.0016583747927031,0.0,0.0,0.0,0.0779436152570481,0.0016583747927031,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0033167495854063,0.0,0.1525704809286898,0.0033167495854063,0.0016583747927031,0.0016583747927031,0.0,0.0,0.0066334991708126,0.0,0.0,0.0,0.0,0.0,0.3184079601990049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263,0,340,0,0.4361525704809287,0.0,0.5638474295190713,0.0,Wednesday,1,2022-06-01,6,01:30,0,0,Ясно,0
1292,2022-06-01 02:00:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,67,0,0,0,0,0,0,2,0,8,2,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.0104166666666666,0.0,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.0208333333333333,0.0208333333333333,0.0,0.0,0.0,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,0.0104166666666666,0.0,0.6979166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.0833333333333333,0.0208333333333333,0.0104166666666666,0.0104166666666666,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0,3,0,0.96875,0.0,0.03125,0.0,Wednesday,1,2022-06-01,6,02:00,0,0,Ясно,0
1293,2022-06-01 02:30:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,7,2,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.2413793103448276,0.0689655172413793,0.0344827586206896,0.0344827586206896,0.0,0.0,0.1379310344827586,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,3,0,0.896551724137931,0.0,0.1034482758620689,0.0,Wednesday,1,2022-06-01,6,02:30,0,0,Ясно,0
1294,2022-06-01 03:00:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,7,2,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.2413793103448276,0.0689655172413793,0.0344827586206896,0.0344827586206896,0.0,0.0,0.1379310344827586,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,3,0,0.896551724137931,0.0,0.1034482758620689,0.0,Wednesday,1,2022-06-01,6,03:00,0,0,Ясно,0
1295,2022-06-01 03:30:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,7,2,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.2413793103448276,0.0689655172413793,0.0344827586206896,0.0344827586206896,0.0,0.0,0.1379310344827586,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,3,0,0.896551724137931,0.0,0.1034482758620689,0.0,Wednesday,1,2022-06-01,6,03:30,0,0,Ясно,0
1296,2022-06-01 04:00:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,7,2,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0344827586206896,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.2413793103448276,0.0689655172413793,0.0344827586206896,0.0344827586206896,0.0,0.0,0.1379310344827586,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,3,0,0.896551724137931,0.0,0.1034482758620689,0.0,Wednesday,1,2022-06-01,6,04:00,0,0,Ясно,0
1297,2022-06-01 04:30:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0454545454545454,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0454545454545454,0.0454545454545454,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,3,0,0.8636363636363636,0.0,0.1363636363636363,0.0,Wednesday,1,2022-06-01,6,04:30,0,0,Ясно,0
